town,category,subcategory,amount,pdf_url,pdf_page,notes
Stoneham,Enterprise,Water Enterprise - Expenses Subtotal,4887494,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Water Reserve Fund,25000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Indirect Costs,593796,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - Subtotal Expenses,5506290,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,Water Enterprise - TOTAL,5951841,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Enterprise,TOTAL WATER & SEWER BUDGET,13731462,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,7,
Stoneham,Health & Human Services,510 Health Dept - Full-Time Salaries,67484,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Part-Time Salaries,109133,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Car Allowance,2925,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Total Salaries,179542,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Contracted Services,132707,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Repairs & Maintenance,150,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Professional Services,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Advertising,150,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Public Safety Service,5500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Printing Services,750,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Office Supplies,350,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Medical Supplies,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Dues & Subscriptions,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - Total Expenses,144107,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,510 Health Dept - TOTAL,323649,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Full-Time Salaries,145324,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Part-Time Salaries,59873,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Total Salaries,205197,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Electric,15500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Gas,8500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Repair,6000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Printing,1500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Other Purchased Services,4290,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Office Supplies,2500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Custodial Supplies,2200,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Dues & Subscriptions,1589,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - Total Expenses,42079,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,541 Council on Aging - TOTAL,247276,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,542 Recreation - Full-Time Salaries,41493,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,542 Recreation - Total Salaries,41493,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,542 Recreation - TOTAL,41493,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Full-Time Salaries,62277,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Total Salaries,62277,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Outreach,750,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Office Supplies,500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Flags,4150,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Veteran Ordinary Benefits,120000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Professional Development,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Military Holiday Events,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - Veteran Other Benefits,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended shows dash
Stoneham,Health & Human Services,543 Veterans - Total Expenses,127400,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,543 Veterans - TOTAL,189677,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Health & Human Services,TOTAL HEALTH & HUMAN SERVICES,802095,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,Sum of 510+541+542+543
Stoneham,Culture & Recreation,590 Prevention and Outreach - Full-Time Salaries,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended is zero/dash
Stoneham,Culture & Recreation,590 Prevention and Outreach - Part-Time Salaries,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended is zero/dash
Stoneham,Culture & Recreation,590 Prevention and Outreach - Total Salaries,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended is zero/dash
Stoneham,Culture & Recreation,590 Prevention and Outreach - Total Expenses,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended is zero/dash
Stoneham,Culture & Recreation,590 Prevention and Outreach - TOTAL,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended is zero/dash
Stoneham,Library,610 Library - Full-Time Salaries,607380,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Part-Time Salaries,140463,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Other Salaries,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Total Salaries,767843,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Electric,30000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Natural Gas,12000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Repairs & Maintenance,25000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Printing,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Telephone,450,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Office Supplies,5500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Programs,8500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Custodial Supplies,4500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Other,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,SB Recommended shows dash
Stoneham,Library,610 Library - Total Expenses,86950,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - Educational Supplies,139307,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,610 Library - TOTAL,994100,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Library,TOTAL LIBRARY,994100,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,8,
Stoneham,Culture & Recreation,631 Arena - Full-Time Salaries,249656,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Part-Time Salaries,40000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Total Salaries,289656,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Electric,120000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Natural Gas,38000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Repairs & Maintenance,35500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Other Property Service,3000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Other Purchased Services,9000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Office Supplies,750,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Maintenance Supplies,4000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Custodial Supplies,3000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Vehicle Supplies,1000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Medical Supplies,1500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Uniform,2000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Dues & Subscription,195,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - Total Expenses,217945,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,631 Arena - TOTAL,507601,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Culture & Recreation,TOTAL CULTURE & RECREATION,507601,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Debt Service,710 Principal,4461050,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Debt Service,750 Interest,5463515,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Debt Service,TOTAL Non-Sewer Debt Service,9924565,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Pension/Retirement,911 Contributory Pension Expense,5684897,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Pension/Retirement,TOTAL Contributory Pension,5684897,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Medicare Part B Surcharge,436132,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Flex Spending Enroll Fee,9520,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Health Insurance Retirees,1372194,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Health Insurance Town Employee,2373500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Health Insurance School Employee,4908040,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Health Insurance Retired Teacher,2691440,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,912 Health Reimbursement Account,200000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Health Insurance,TOTAL Health Insurance Budget,11990825,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Other Salaries,250000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Workers Compensation,324540,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Unemployment Payments,30000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Life Insurance,55000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Medicare Tax,660000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Fire & Police Injured on Duty,90000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 FD & PD IOD R/X & MED Coverage,5000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Annual Audit/OPEB Study,98000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Postage,68500,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Multi Peril/Liability/Auto,939700,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Unclassified,20000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Other Insurance,919 Trash Subsidy,0,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,SB Recommended shows dash
Stoneham,Other Insurance,TOTAL Unclassified Budget,2540740,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,9,
Stoneham,Capital,920 Stabilization,1202702,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,920 Capital Stabilization,601351,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,920 Mass Municipal Association,5499,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,920 Veterans Graves,400,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,920 Historical Commission,3000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,920 Memorial Day Parade,6000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,920 MVES-Resident Coordinator,40000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Capital,TOTAL Non-Departmental Budget,1858952,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,950 OPEB Trust Contributions,200000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,TOTAL OPEB Trust Budget,200000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,TOTAL GENERAL FUND BUDGET,91315768,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,State Assessments (820) / Offsets,4739141,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,Overlay Reserve,400000,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,Total Other Budget Items,5139141,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,Grand Total GF Budget,96454909,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,
Stoneham,Other/Misc,TOTAL BUDGET,110186372,https://www.stoneham-ma.gov/DocumentCenter/View/10510/FY26-LINE-ITEM-BUDGET-041725,10,Includes General Fund + Enterprise + Other Budget Items
